Locutor,texto_procesado,Sarcasmo,matches,corrections,corrected,tokens,lemma,pos,sents,ner,token_count,unique_token_count,nostop_count,sent_count,ner_count,comma,question,exclamation,quotation,organization,caps,person,location,money,time,date,percent,noun,adj,pron,verb,cconj,adv,det,propn,num,part,intj,processed_text,Variable,Variable,Variable
randy,"Perdón, perdón, momento, no debo ser sarcástico. Volveré a intentar. Escuchen todos, si permiten que sus hijos jueguen a sarcasmobol, son unos genios.",1,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['sarcasmo bol'], 'offsetInContext': 43, 'context': '...os, si permiten que sus hijos jueguen a sarcasmobol, son unos genios.', 'offset': 121, 'errorLength': 11, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Escuchen todos, si permiten que sus hijos jueguen a sarcasmobol, son unos genios.'})]",1,"Perdón, perdón, momento, no debo ser sarcástico. Volveré a intentar. Escuchen todos, si permiten que sus hijos jueguen a sarcasmo bol, son unos genios.","['Perdón', ',', 'perdón', ',', 'momento', ',', 'no', 'debo', 'ser', 'sarcástico', '.', 'Volveré', 'a', 'intentar', '.', 'Escuchen', 'todos', ',', 'si', 'permiten', 'que', 'sus', 'hijos', 'jueguen', 'a', 'sarcasmo', 'bol', ',', 'son', 'unos', 'genios', '.']","['perdón', ',', 'perdón', ',', 'momento', ',', 'no', 'deber', 'ser', 'sarcástico', '.', 'volver', 'a', 'intentar', '.', 'escuchen', 'todo', ',', 'si', 'permitir', 'que', 'su', 'hijo', 'jugar', 'a', 'sarcasmo', 'bol', ',', 'ser', 'uno', 'genio', '.']","['NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADV', 'AUX', 'AUX', 'ADJ', 'PUNCT', 'VERB', 'ADP', 'VERB', 'PUNCT', 'VERB', 'PRON', 'PUNCT', 'SCONJ', 'VERB', 'SCONJ', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'AUX', 'DET', 'NOUN', 'PUNCT']","['Perdón, perdón, momento, no debo ser sarcástico.', 'Volveré a intentar.', 'Escuchen todos, si permiten que sus hijos jueguen a sarcasmo bol, son unos genios.']","['Volveré a intentar', 'Escuchen']",32,25,22,3,2,5,0,0,0,0,0,0,0,0,0,0,0,7,1,1,5,0,1,2,0,0,0,0,"momento, deber volver todo, jugar sarcasmo",,,
jugador,¿Practicar un lunes? ¡Justo lo que yo quería hacer!,0,[],0,¿Practicar un lunes? ¡Justo lo que yo quería hacer!,"['¿', 'Practicar', 'un', 'lunes', '?', '¡', 'Justo', 'lo', 'que', 'yo', 'quería', 'hacer', '!']","['¿', 'practicar', 'uno', 'lunes', '?', '¡', 'justo', 'él', 'que', 'yo', 'querer', 'hacer', '!']","['PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'ADV', 'PRON', 'PRON', 'PRON', 'VERB', 'VERB', 'PUNCT']","['¿Practicar un lunes?', '¡Justo lo que yo quería hacer!']",['¿Practicar un lunes?'],13,13,8,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,0,0,0,0,querer,,,
malory,"Lana, supongo que era una analogía deportiva para hacernos de menos, pero aceptamos la misión. ¿Verdad Sterling?",0,[],0,"Lana, supongo que era una analogía deportiva para hacernos de menos, pero aceptamos la misión. ¿Verdad Sterling?","['Lana', ',', 'supongo', 'que', 'era', 'una', 'analogía', 'deportiva', 'para', 'hacernos', 'de', 'menos', ',', 'pero', 'aceptamos', 'la', 'misión', '.', '¿', 'Verdad', 'Sterling', '?']","['Lana', ',', 'suponer', 'que', 'ser', 'uno', 'analogía', 'deportivo', 'para', 'hacer yo', 'de', 'menos', ',', 'pero', 'aceptar', 'el', 'misión', '.', '¿', 'Verdad', 'Sterling', '?']","['PROPN', 'PUNCT', 'VERB', 'SCONJ', 'AUX', 'DET', 'NOUN', 'ADJ', 'ADP', 'VERB', 'ADP', 'ADV', 'PUNCT', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT']","['Lana, supongo que era una analogía deportiva para hacernos de menos, pero aceptamos la misión.', '¿Verdad Sterling?']","['Lana', 'Verdad Sterling']",22,21,14,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,1,2,3,0,0,0,"lana, hacer",,,
slater,Y por qué tienes el botiquín en la barra,0,[],0,Y por qué tienes el botiquín en la barra,"['Y', 'por', 'qué', 'tienes', 'el', 'botiquín', 'en', 'la', 'barra']","['y', 'por', 'qué', 'tener', 'el', 'botiquín', 'en', 'el', 'barra']","['CCONJ', 'ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']",['Y por qué tienes el botiquín en la barra'],[],9,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,2,0,0,0,0,tener,,,
lana,Romperé el cristal,0,[],0,Romperé el cristal,"['Romperé', 'el', 'cristal']","['romperé', 'el', 'cristal']","['AUX', 'DET', 'NOUN']",['Romperé el cristal'],[],3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,
cartman,"Amigo, es supergay",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['superguay'], 'offsetInContext': 10, 'context': 'Amigo, es supergay', 'offset': 10, 'errorLength': 8, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Amigo, es supergay'})]",1,"Amigo, es superguay","['Amigo', ',', 'es', 'superguay']","['Amigo', ',', 'ser', 'superguay']","['PROPN', 'PUNCT', 'AUX', 'PROPN']","['Amigo, es superguay']",[],4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,
butters,"Es cierto, Eric me dice que debería ser una mujer por lo malo que soy",0,[],0,"Es cierto, Eric me dice que debería ser una mujer por lo malo que soy","['Es', 'cierto', ',', 'Eric', 'me', 'dice', 'que', 'debería', 'ser', 'una', 'mujer', 'por', 'lo', 'malo', 'que', 'soy']","['ser', 'cierto', ',', 'Eric', 'yo', 'decir', 'que', 'deber', 'ser', 'uno', 'mujer', 'por', 'él', 'malo', 'que', 'ser']","['AUX', 'ADJ', 'PUNCT', 'PROPN', 'PRON', 'VERB', 'SCONJ', 'AUX', 'AUX', 'DET', 'NOUN', 'ADP', 'PRON', 'ADJ', 'PRON', 'AUX']","['Es cierto, Eric me dice que debería ser una mujer por lo malo que soy']",['Eric'],16,15,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,1,1,0,0,0,decir deber,,,
stan,Alguien está en la cabeza de todo esto y alguien tiene que pagar. Solo estoy pidiendo una maldita retribución para mi maldito abuelo,0,[],0,Alguien está en la cabeza de todo esto y alguien tiene que pagar. Solo estoy pidiendo una maldita retribución para mi maldito abuelo,"['Alguien', 'está', 'en', 'la', 'cabeza', 'de', 'todo', 'esto', 'y', 'alguien', 'tiene', 'que', 'pagar', '.', 'Solo', 'estoy', 'pidiendo', 'una', 'maldita', 'retribución', 'para', 'mi', 'maldito', 'abuelo']","['alguien', 'estar', 'en', 'el', 'cabeza', 'de', 'todo', 'este', 'y', 'alguien', 'tener', 'que', 'pagar', '.', 'solo', 'estar', 'pedir', 'uno', 'maldito', 'retribución', 'para', 'mi', 'maldito', 'abuelo']","['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PRON', 'CCONJ', 'PRON', 'VERB', 'SCONJ', 'VERB', 'PUNCT', 'ADJ', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN']","['Alguien está en la cabeza de todo esto y alguien tiene que pagar.', 'Solo estoy pidiendo una maldita retribución para mi maldito abuelo']","['Alguien', 'Solo estoy pidiendo una maldita retribución para mi maldito abuelo']",24,24,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,1,0,4,1,0,0,0,alguien estar alguien tener estar pedir maldito maldito abuelo,,,
archer,Literalmente,0,[],0,Literalmente,['Literalmente'],['literalmente'],['ADV'],['Literalmente'],[],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,literalmente,,,
archer,"Me figuro que mientras te mato a golpes literalmente, espera, sí literalmente, la mano gicante cambiará mi selector de medio cañero a mega cañero",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['gigante', 'picante', 'guisante', 'girante', 'Gigante', 'gímante', 'judicante'], 'offsetInContext': 43, 'context': '...mente, espera, sí literalmente, la mano gicante cambiará mi selector de medio cañero a ...', 'offset': 87, 'errorLength': 7, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Me figuro que mientras te mato a golpes literalmente, espera, sí literalmente, la mano gicante cambiará mi selector de medio cañero a mega cañero'})]",1,"Me figuro que mientras te mato a golpes literalmente, espera, sí literalmente, la mano gigante cambiará mi selector de medio cañero a mega cañero","['Me', 'figuro', 'que', 'mientras', 'te', 'mato', 'a', 'golpes', 'literalmente', ',', 'espera', ',', 'sí', 'literalmente', ',', 'la', 'mano', 'gigante', 'cambiará', 'mi', 'selector', 'de', 'medio', 'cañero', 'a', 'mega', 'cañero']","['yo', 'figurar', 'que', 'mientras', 'tú', 'matar', 'a', 'golpe', 'literalmente', ',', 'esperar', ',', 'sí', 'literalmente', ',', 'el', 'mano', 'gigante', 'cambiar', 'mi', 'selector', 'de', 'medio', 'cañero', 'a', 'mega', 'cañero']","['PRON', 'VERB', 'SCONJ', 'SCONJ', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADV', 'PUNCT', 'VERB', 'PUNCT', 'INTJ', 'ADV', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'ADJ', 'ADP', 'NOUN', 'ADJ']","['Me figuro que mientras te mato a golpes literalmente, espera, sí literalmente, la mano gigante cambiará mi selector de medio cañero a mega cañero']",['mega cañero'],27,22,17,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,0,2,2,0,1,0,1,"mientras esperar,",,,
archer,"Pues claro, es un cíborg, seguro que la clave era...",0,[],0,"Pues claro, es un cíborg, seguro que la clave era...","['Pues', 'claro', ',', 'es', 'un', 'cíborg', ',', 'seguro', 'que', 'la', 'clave', 'era', '...']","['pues', 'claro', ',', 'ser', 'uno', 'cíborg', ',', 'seguro', 'que', 'el', 'clave', 'ser', '...']","['SCONJ', 'ADJ', 'PUNCT', 'AUX', 'DET', 'NOUN', 'PUNCT', 'ADV', 'SCONJ', 'DET', 'NOUN', 'AUX', 'PUNCT']","['Pues claro, es un cíborg, seguro que la clave era...']",[],13,12,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,"claro, seguro",,,
lana,¿Hablando de qué?,0,[],0,¿Hablando de qué?,"['¿', 'Hablando', 'de', 'qué', '?']","['¿', 'hablar', 'de', 'qué', '?']","['PUNCT', 'VERB', 'ADP', 'PRON', 'PUNCT']",['¿Hablando de qué?'],[],5,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,
lana,"Joder, Archer",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Archero', 'Árchez'], 'offsetInContext': 7, 'context': 'Joder, Archer', 'offset': 7, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Joder, Archer'})]",1,"Joder, Archero","['Joder', ',', 'Archero']","['Joder', ',', 'Archero']","['PROPN', 'PUNCT', 'PROPN']","['Joder, Archero']","['Joder', 'Archero']",3,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,archero,,,
cheryl,De verdad en la buena,0,[],0,De verdad en la buena,"['De', 'verdad', 'en', 'la', 'buena']","['de', 'verdad', 'en', 'el', 'buen']","['ADP', 'NOUN', 'ADP', 'DET', 'ADJ']","['De verdad en', 'la buena']",[],5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,verdad,,,
lana,¿Y no crees que parecemos récien salidos de un culebrón brasileño?,0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['recién', 'reciben', 'residen', 'recaen', 'recen', 'reciten', 'precien', 'rocíen', 'recríen', 'resine', 'resinen'], 'offsetInContext': 26, 'context': '¿Y no crees que parecemos récien salidos de un culebrón brasileño?', 'offset': 26, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': '¿Y no crees que parecemos récien salidos de un culebrón brasileño?'})]",1,¿Y no crees que parecemos recién salidos de un culebrón brasileño?,"['¿', 'Y', 'no', 'crees', 'que', 'parecemos', 'recién', 'salidos', 'de', 'un', 'culebrón', 'brasileño', '?']","['¿', 'Y', 'no', 'creer', 'que', 'parecer', 'recién', 'salido', 'de', 'uno', 'culebrón', 'brasileño', '?']","['PUNCT', 'CCONJ', 'ADV', 'VERB', 'SCONJ', 'VERB', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']",['¿Y no crees que parecemos recién salidos de un culebrón brasileño?'],[],13,13,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,1,0,0,0,0,creer parecer,,,
slater,Mejor me voy,0,[],0,Mejor me voy,"['Mejor', 'me', 'voy']","['mejor', 'yo', 'ir']","['ADJ', 'PRON', 'VERB']",['Mejor me voy'],[],3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,mejor,,,
cyril,¿Cómo se pierde un bebé?,0,[],0,¿Cómo se pierde un bebé?,"['¿', 'Cómo', 'se', 'pierde', 'un', 'bebé', '?']","['¿', 'cómo', 'él', 'perder', 'uno', 'bebé', '?']","['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']",['¿Cómo se pierde un bebé?'],['¿Cómo'],7,7,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,¿como,,,
archer,"Por Dios, pibe, ya te oigo",0,[],0,"Por Dios, pibe, ya te oigo","['Por', 'Dios', ',', 'pibe', ',', 'ya', 'te', 'oigo']","['por', 'Dios', ',', 'pibe', ',', 'ya', 'tú', 'oír']","['ADP', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'ADV', 'PRON', 'VERB']","['Por Dios, pibe, ya te oigo']","['Dios, pibe']",8,7,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,,,,
stan,"Cartman, eres idiota",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Cartean'], 'offsetInContext': 0, 'context': 'Cartman, eres idiota', 'offset': 0, 'errorLength': 7, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Cartman, eres idiota'})]",1,"Cartean, eres idiota","['Cartean', ',', 'eres', 'idiota']","['Cartean', ',', 'ser', 'idiota']","['PROPN', 'PUNCT', 'AUX', 'ADJ']","['Cartean, eres idiota']",[],4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,idiota,,,
dependiente de oro,Qué esmeralda le gusta,0,[],0,Qué esmeralda le gusta,"['Qué', 'esmeralda', 'le', 'gusta']","['qué', 'esmeralda', 'él', 'gustar']","['DET', 'NOUN', 'PRON', 'VERB']",['Qué esmeralda le gusta'],[],4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,gustar,,,
animador,"Vivian, acabas de conseguir un regalo. Cómo es tu apellido, corazón?",0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Cómo'], 'offsetInContext': 39, 'context': 'Vivian, acabas de conseguir un regalo. Cómo es tu apellido, corazón?', 'offset': 39, 'errorLength': 4, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Cómo es tu apellido, corazón?'})]",1,"Vivian, acabas de conseguir un regalo. ¿Cómo es tu apellido, corazón?","['Vivian', ',', 'acabas', 'de', 'conseguir', 'un', 'regalo', '.', '¿', 'Cómo', 'es', 'tu', 'apellido', ',', 'corazón', '?']","['Vivian', ',', 'acabar', 'de', 'conseguir', 'uno', 'regalo', '.', '¿', 'cómo', 'ser', 'tu', 'apellido', ',', 'corazón', '?']","['PROPN', 'PUNCT', 'AUX', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['Vivian, acabas de conseguir un regalo.', '¿Cómo es tu apellido, corazón?']",['Vivian'],16,15,11,2,1,2,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,1,0,0,0,¿como,,,
dependiente de oro,"De acuerdo, de siete capas, pero esto es mi mejor oferta",0,[],0,"De acuerdo, de siete capas, pero esto es mi mejor oferta","['De', 'acuerdo', ',', 'de', 'siete', 'capas', ',', 'pero', 'esto', 'es', 'mi', 'mejor', 'oferta']","['de', 'acuerdo', ',', 'de', 'siete', 'capa', ',', 'pero', 'este', 'ser', 'mi', 'mejor', 'oferta']","['ADP', 'NOUN', 'PUNCT', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN']","['De acuerdo, de siete capas,', 'pero esto es mi mejor oferta']",[],13,12,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,1,0,1,0,0,mejor,,,
lana,Eso no es excusa... Espera esa es tu excusa?,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Espera'], 'offsetInContext': 20, 'context': 'Eso no es excusa... Espera esa es tu excusa?', 'offset': 20, 'errorLength': 6, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Espera esa es tu excusa?'})]",1,Eso no es excusa... ¿Espera esa es tu excusa?,"['Eso', 'no', 'es', 'excusa', '...', '¿', 'Espera', 'esa', 'es', 'tu', 'excusa', '?']","['ese', 'no', 'ser', 'excusa', '...', '¿', 'esperar', 'ese', 'ser', 'tu', 'excusa', '?']","['PRON', 'ADV', 'AUX', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PRON', 'AUX', 'DET', 'NOUN', 'PUNCT']",['Eso no es excusa... ¿Espera esa es tu excusa?'],['Espera esa es tu excusa'],12,10,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,0,0,0,,,,
archer,¿Más jóven?,0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['joven', 'gobén', 'gocen', 'roben', 'oven', 'joden', 'novén', 'noven', 'Jove', 'Jover', 'ajoben', 'aoven', 'giben', 'soben'], 'offsetInContext': 5, 'context': '¿Más jóven?', 'offset': 5, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': '¿Más jóven?'})]",1,¿Más joven?,"['¿', 'Más', 'joven', '?']","['¿', 'más', 'joven', '?']","['PUNCT', 'ADV', 'ADJ', 'PUNCT']",['¿Más joven?'],['Más joven?'],4,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,
anuncio,Busca ya una botella de la cremosidad de Butters,0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Cutters'], 'offsetInContext': 43, 'context': '...usca ya una botella de la cremosidad de Butters', 'offset': 41, 'errorLength': 7, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Busca ya una botella de la cremosidad de Butters'})]",1,Busca ya una botella de la cremosidad de Cutters,"['Busca', 'ya', 'una', 'botella', 'de', 'la', 'cremosidad', 'de', 'Cutters']","['buscar', 'ya', 'uno', 'botella', 'de', 'el', 'cremosidad', 'de', 'Cutters']","['VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN']",['Busca ya una botella de la cremosidad de Cutters'],['Cutters'],9,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,1,0,0,0,buscar cutters,,,
archer,¿Por qué no te callas?,0,[],0,¿Por qué no te callas?,"['¿', 'Por', 'qué', 'no', 'te', 'callas', '?']","['¿', 'Por', 'qué', 'no', 'tú', 'calla', '?']","['PUNCT', 'ADP', 'PRON', 'ADV', 'PRON', 'NOUN', 'PUNCT']",['¿Por qué no te callas?'],[],7,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,,,,
archer,Dónde se comprará la leche materna?,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Dónde'], 'offsetInContext': 0, 'context': 'Dónde se comprará la leche materna?', 'offset': 0, 'errorLength': 5, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Dónde se comprará la leche materna?'})]",1,¿Dónde se comprará la leche materna?,"['¿', 'Dónde', 'se', 'comprará', 'la', 'leche', 'materna', '?']","['¿', 'dónde', 'él', 'comprar', 'el', 'leche', 'materno', '?']","['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']",['¿Dónde se comprará la leche materna?'],[],8,8,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,comprar leche,,,
archer,Y no es lo que quiero decir yo,0,[],0,Y no es lo que quiero decir yo,"['Y', 'no', 'es', 'lo', 'que', 'quiero', 'decir', 'yo']","['y', 'no', 'ser', 'él', 'que', 'querer', 'decir', 'yo']","['CCONJ', 'ADV', 'AUX', 'PRON', 'PRON', 'VERB', 'VERB', 'PRON']",['Y no es lo que quiero decir yo'],[],8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,querer decir,,,
criminal,Eres él que está desangrando,0,[],0,Eres él que está desangrando,"['Eres', 'él', 'que', 'está', 'desangrando']","['ser', 'él', 'que', 'estar', 'desangrar']","['AUX', 'PRON', 'PRON', 'AUX', 'VERB']",['Eres él que está desangrando'],[],5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,estar,,,
criminal,Es viernes por la noche. Por qué coño hay gente aqui todavía?,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Por'], 'offsetInContext': 25, 'context': 'Es viernes por la noche. Por qué coño hay gente aqui todavía?', 'offset': 25, 'errorLength': 3, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Por qué coño hay gente aqui todavía?'}), Match({'ruleId': 'ES_SIMPLE_REPLACE_SIMPLE_AQUI', 'message': '¿Quería decir «aquí»?', 'replacements': ['aquí'], 'offsetInContext': 43, 'context': '...es por la noche. Por qué coño hay gente aqui todavía?', 'offset': 48, 'errorLength': 4, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Por qué coño hay gente aqui todavía?'})]",2,Es viernes por la noche. ¿Por qué coño hay gente aquí todavía?,"['Es', 'viernes', 'por', 'la', 'noche', '.', '¿', 'Por', 'qué', 'coño', 'hay', 'gente', 'aquí', 'todavía', '?']","['ser', 'viernes', 'por', 'el', 'noche', '.', '¿', 'Por', 'qué', 'coño', 'haber', 'gente', 'aquí', 'todavía', '?']","['AUX', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'ADP', 'PRON', 'INTJ', 'AUX', 'NOUN', 'ADV', 'ADV', 'PUNCT']","['Es viernes por la noche.', '¿Por qué coño hay gente aquí todavía?']",[],15,15,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,0,0,0,1,haber gente,,,
malory,"Cyril, ponle a cría salvo",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Civil', 'Viril', 'Cirio', 'Cirial', 'Ciria', 'Cirila', 'Cirilo', 'Curil', 'Iril'], 'offsetInContext': 0, 'context': 'Cyril, ponle a cría salvo', 'offset': 0, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Cyril, ponle a cría salvo'})]",1,"Civil, ponle a cría salvo","['Civil', ',', 'ponle', 'a', 'cría', 'salvo']","['Civil', ',', 'ponle', 'a', 'cría', 'salvo']","['PROPN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP']","['Civil, ponle a cría', 'salvo']",[],6,6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,,,,
lana,"Bueno, yo lo llamaría un éxito relativo",0,[],0,"Bueno, yo lo llamaría un éxito relativo","['Bueno', ',', 'yo', 'lo', 'llamaría', 'un', 'éxito', 'relativo']","['bueno', ',', 'yo', 'él', 'llamar', 'uno', 'éxito', 'relativo']","['INTJ', 'PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ']","['Bueno, yo lo llamaría un éxito relativo']",[],8,8,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,1,"bueno, llamar",,,
niño,"Entonces, llamemos a ? para decirles que nos retiramos",0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Entonces'], 'offsetInContext': 0, 'context': 'Entonces, llamemos a ? para decirles que nos ret...', 'offset': 0, 'errorLength': 8, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Entonces, llamemos a ? para decirles que nos retiramos'}), Match({'ruleId': 'CAPITALIZATION_AFTER_QUESTION_MARK', 'message': 'Posible error de puntuación o mayúsculas.', 'replacements': ['? Para', '?, para'], 'offsetInContext': 21, 'context': 'Entonces, llamemos a ? para decirles que nos retiramos', 'offset': 21, 'errorLength': 6, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Entonces, llamemos a ? para decirles que nos retiramos'})]",2,"¿Entonces, llamemos a ? Para decirles que nos retiramos","['¿', 'Entonces', ',', 'llamemos', 'a', '?', 'Para', 'decirles', 'que', 'nos', 'retiramos']","['¿', 'entonces', ',', 'llamar', 'a', '?', 'Para', 'decir él', 'que', 'yo', 'retirir']","['PUNCT', 'ADV', 'PUNCT', 'VERB', 'ADP', 'PUNCT', 'ADP', 'VERB', 'SCONJ', 'PRON', 'VERB']","['¿Entonces, llamemos a ? Para decirles que nos retiramos']",[],11,11,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,llamar decir,,,
